year,month,full_name,first_name,last_name,gender,birth_date,age,country_citizenship,country_citizenship_iso3,country_residence,country_residence_iso3,city_of_residence,net_worth_usd,wealth_status,self_made,business_category,business_industries,organization_name,position_in_organization,rank
2017,3,Alexei Bogachev,Alexei,Bogachev,male,1970-10-07,46,Russia,RUS,Russia,RUS,Moscow,1000000000,Returned to List,TRUE,Diversified,['Diversified'],NA,NA,1940
2024,4,Alexei Kuzmichev,Alexei,Kuzmichev,male,1962-10-15,61,Russia,RUS,France,FRA,Paris,6600000000,Increased,TRUE,Energy,['Energy'],NA,NA,417
2014,3,Alexei Semin,Alexei,Semin,male,1967-10-14,46,Russia,RUS,Russia,RUS,Moscow,1150000000.0000002,NA,TRUE,Real Estate,['Real Estate'],NA,NA,1442
2021,4,Alexey Mordashov,Alexey,Mordashov & family,male,1965-09-26,55,Russia,RUS,Russia,RUS,Moscow,29100000000,Increased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,51
2024,4,Alexey Mordashov & family,Alexey,Mordashov,male,1965-09-26,58,Russia,RUS,Russia,RUS,Moscow,25500000000,Increased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,76
2024,4,Alexey Repik,Alexey,Repik,male,1979-08-27,44,Russia,RUS,Russia,RUS,Moscow,2800000000,Decreased,TRUE,Healthcare,['Healthcare'],NA,NA,1187
2024,4,Alexis Lê-Quôc,Alexis,Lê-Quôc,male,1974-11-14,49,United States,USA,United States,USA,New York,2900000000,Increased,TRUE,Technology,['Technology'],Datadog,Cofounder,1143
2024,4,Alfred Gantner,Alfred,Gantner,male,1968-04-01,56,Switzerland,CHE,Switzerland,CHE,Zug,3400000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,949
2015,3,Alfred James Clark,Alfred James,Clark,male,1927-12-02,87,United States,USA,NA,NA,NA,1400000000,Decreased,TRUE,Construction & Engineering,['Construction & Engineering'],NA,NA,1324
2015,3,Alfred Mann,Alfred,Mann,male,1925-11-06,89,United States,USA,NA,NA,NA,1500000000,Increased,TRUE,Healthcare,['Healthcare'],NA,NA,1250
2024,4,Alfred Oetker,Alfred,Oetker,male,1967-01-01,57,Germany,DEU,Germany,DEU,Bielefeld,2300000000,Decreased,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,1438
2015,3,Alfred Taubman,Alfred,Taubman,male,1924-01-31,91,United States,USA,NA,NA,NA,3100000000,Increased,TRUE,Real Estate,['Real Estate'],NA,NA,577
2024,4,"Alfred West, Jr.",Alfred,West,male,1942-12-07,81,United States,USA,United States,USA,Paoli,1600000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,1945
2024,4,Alfredo Egydio Arruda Villela Filho,Alfredo,Egydio Arruda Villela Filho,male,1969-11-18,54,Brazil,BRA,Brazil,BRA,Sao Paulo,2100000000,Increased,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,1545
2024,4,Alfredo Harp Helu & family,Alfredo,Harp Helu,male,1944-03-11,80,Mexico,MEX,Mexico,MEX,Mexico City,1200000000,Decreased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,2410
2024,4,Ali Erdemoglu,Ali,Erdemoglu,male,1959-11-20,64,Turkey,TUR,Turkey,TUR,Istanbul,2500000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,1330
2024,4,Ali Ghodsi,Ali,Ghodsi,male,1978-12-08,45,Sweden,SWE,United States,USA,San Francisco,1400000000,Remained Even,TRUE,Technology,['Technology'],NA,NA,2152
2018,3,Ali Ibrahim Agaoglu,Ali Ibrahim,Agaoglu,male,1954-03-03,64,Turkey,TUR,Turkey,TUR,Istanbul,1100000000,Increased,TRUE,Construction & Engineering,['Construction & Engineering'],NA,NA,1999
2024,4,Ali Metin Kazanci,Ali Metin,Kazanci,male,1934-08-30,89,Turkey,TUR,Turkey,TUR,Istanbul,1600000000,Increased,TRUE,Energy,['Energy'],NA,NA,1945
2024,4,Alice Schwartz,Alice,Schwartz,female,1926-07-02,97,United States,USA,United States,USA,El Cerrito,2500000000,Increased,TRUE,Healthcare,['Healthcare'],NA,NA,1330
2024,4,Alice Walton,Alice,Walton,female,1949-10-07,74,United States,USA,United States,USA,Fort Worth,72300000000,Increased,FALSE,Fashion & Retail,['Fashion & Retail'],Crystal Bridges Museum of American Art,Philanthropist,21
2024,4,Alicia Koplowitz,Alicia,Koplowitz,female,1953-09-12,70,Spain,ESP,Spain,ESP,Madrid,3200000000,Increased,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,1033
2019,3,Alijan Ibragimov,Alijan,Ibragimov,male,1954-01-01,65,Kazakhstan,KAZ,Kazakhstan,KAZ,Almaty,2300000000,Remained Even,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,1008
2024,4,Aliko Dangote,Aliko,Dangote,male,1957-04-10,66,Nigeria,NGA,Nigeria,NGA,Lagos,13400000000,Decreased,TRUE,Manufacturing,['Manufacturing'],Dangote Group,CEO,144
2024,4,Alisher Usmanov,Alisher,Usmanov,male,1953-09-09,70,Russia,RUS,Uzbekistan,UZB,Tashkent,13400000000,Decreased,TRUE,Metals & Mining,['Metals & Mining'],Metalloinvest,Founder,144
2022,4,Allan Goldman,Allan,Goldman,male,1943-03-06,79,United States,USA,United States,USA,New York,2800000000,Decreased,FALSE,Real Estate,['Real Estate'],NA,NA,1096
2017,3,Allan Gray,Allan,Gray,male,1938-01-01,79,South Africa,ZAF,Bermuda,BMU,Hamilton,1800000000,Increased,TRUE,Finance and Investments,['Finance and Investments'],NA,NA,1161
2014,3,Allan Slaight,Allan,Slaight,male,1933-01-01,81,Canada,CAN,Canada,CAN,Ontario,1250000000,Increased,TRUE,Media,['Media'],Slaight Communications,Founder,1356
2024,4,Allan Wong,Allan,Wong,male,1950-04-01,74,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,1100000000,Remained Even,TRUE,Manufacturing,['Manufacturing'],NA,NA,2545
2012,3,Allan Wong & family,Allan,Wong,male,NA,0,Hong Kong,HKG,NA,NA,NA,1100000000,Remained Even,FALSE,NA,['Manufacturing'],NA,NA,1075
2024,4,Aloke Lohia,Aloke,Lohia,male,1958-11-27,65,India,IND,Thailand,THA,Bangkok,1500000000,Decreased,FALSE,Manufacturing,['Manufacturing'],NA,NA,2046
2022,4,Aloys Wobben,Aloys,Wobben,male,1952-01-22,70,Germany,DEU,Germany,DEU,Aurich,5800000000,Decreased,TRUE,Energy,['Energy'],NA,NA,438
2020,4,Aloysio de Andrade Faria,Aloysio de Andrade,Faria,male,1920-11-09,99,Brazil,BRA,Brazil,BRA,Sao Paulo,1700000000,Decreased,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,1267
2024,4,Alpana Dangi,Alpana,Dangi,female,1972-10-29,51,India,IND,India,IND,Mumbai,1200000000,NA,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,2410
2021,4,Alvaro Saieh,Alvaro,Saieh,male,1950-01-01,71,Chile,CHL,Chile,CHL,Santiago,1800000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,1750
2019,3,Alvaro Saieh Bendeck,Alvaro,Saieh Bendeck,male,1950-01-01,69,Chile,CHL,Chile,CHL,Santiago,3000000000,Decreased,TRUE,Finance and Investments,['Finance and Investments'],NA,NA,745
2024,4,Amancio Ortega,Amancio,Ortega,male,1936-03-28,88,Spain,ESP,Spain,ESP,La Coruna,103000000000,Increased,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,13
2011,3,Amar Bose,Amar,Bose,male,1929-11-16,81,United States,USA,United States,USA,Wayland,1000000000,Returned to List,TRUE,NA,['Manufacturing'],NA,NA,1140
2017,3,Americo Amorim,Americo,Amorim,male,1934-07-21,82,Portugal,PRT,NA,NA,NA,4400000000,Increased,FALSE,Diversified,['Diversified'],NA,NA,385
2024,4,Ami Luttwak,Ami,Luttwak,male,1983-12-01,40,Israel,ISR,Israel,ISR,Tel Aviv,1000000000,NA,TRUE,Technology,['Technology'],NA,NA,2692
2024,4,Amit Burman,Amit,Burman,male,1969-07-01,54,India,IND,India,IND,Delhi,1500000000,Increased,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,2046
2024,4,Amnon Shashua,Amnon,Shashua,male,1960-05-26,63,Israel,ISR,Israel,ISR,Kfar Shmaryahu,1800000000,Increased,TRUE,Automotive,['Automotive'],NA,NA,1764
2007,3,Amos Hostetter,NA,NA,NA,NA,70,United States,USA,United States,USA,Boston,2700000000,NA,NA,NA,['Media'],NA,NA,336
2024,4,"Amos Hostetter, Jr.",Amos,Hostetter,male,1937-01-12,87,United States,USA,United States,USA,Boston,3500000000,Increased,TRUE,Media & Entertainment,['Media & Entertainment'],Pilot House Associates,Chair,920
2024,4,Amy Adams Strunk,Amy,Adams Strunk,female,1955-09-29,68,United States,USA,United States,USA,Nashville,2000000000,Increased,FALSE,Sports,['Sports'],Tennessee Titans,Owner,1623
2024,4,Amy Goldman Fowler,Amy,Goldman Fowler,female,1954-04-19,69,United States,USA,United States,USA,Rhinebeck,1100000000,Decreased,FALSE,Real Estate,['Real Estate'],NA,NA,2545
2024,4,Amy Wyss,Amy,Wyss,female,1971-01-01,53,United States,USA,United States,USA,Wilson,2000000000,Increased,FALSE,Healthcare,['Healthcare'],NA,NA,1623
2024,4,An Kang,Kang,An,male,1949-01-01,75,China,CHN,China,CHN,Xinxiang,2500000000,Decreased,TRUE,Healthcare,['Healthcare'],NA,NA,1330
2024,4,Ana Lucia de Mattos Barretto Villela,Ana Lucia,de Mattos Barretto Villela,female,1973-10-25,50,Brazil,BRA,Brazil,BRA,Sao Paulo,1900000000,Increased,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,1694
2023,4,Ana Maria Brescia Cafferata,Ana Maria,Brescia Cafferata,female,1924-04-19,98,Peru,PER,Peru,PER,Lima,1000000000,Decreased,FALSE,Diversified,['Diversified'],NA,NA,2540
2019,3,Ana Maria Marcondes Penido Sant'Anna,Ana Maria,Marcondes Penido Sant'Anna,female,1956-02-14,63,Brazil,BRA,Brazil,BRA,Sao Paulo,1100000000,Decreased,FALSE,Construction & Engineering,['Construction & Engineering'],NA,Investor,1941
2022,4,Analjit Singh,Analjit,Singh,male,1954-01-11,68,India,IND,India,IND,Delhi,1100000000,Returned to List,FALSE,Diversified,['Diversified'],NA,NA,2448
2024,4,Anand Burman,Anand,Burman,male,1952-05-05,71,India,IND,India,IND,Delhi,2200000000,Increased,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,1496
2024,4,Anand Deshpande,Anand,Deshpande,male,1962-05-01,61,India,IND,India,IND,Pune,2300000000,Increased,TRUE,Technology,['Technology'],NA,NA,1438
2010,3,Anand Jain,Anand,Jain,male,1957-01-14,53,India,IND,India,IND,Mumbai,1200000000,Returned to List,FALSE,NA,NA,NA,NA,828
2024,4,Anand Mahindra,Anand,Mahindra,male,1955-05-01,68,India,IND,India,IND,Mumbai,2900000000,Increased,FALSE,Diversified,['Diversified'],NA,NA,1143
2024,4,Anand Surana,Anand,Surana,male,1971-03-24,53,India,IND,India,IND,Bangalore,1200000000,Decreased,FALSE,Healthcare,['Healthcare'],NA,NA,2410
2024,4,Ananda Krishnan,Ananda,Krishnan,male,1938-04-01,86,Malaysia,MYS,Malaysia,MYS,Kuala Lumpur,4900000000,Decreased,TRUE,Telecom,['Telecom'],NA,NA,624
2024,4,Anant Asavabhokhin,Anant,Asavabhokhin,male,1950-08-11,73,Thailand,THA,Thailand,THA,Bangkok,1100000000,Decreased,TRUE,Real Estate,['Real Estate'],NA,NA,2545
2019,3,Anant Asavabhokin,Anant,Asavabhokin,male,1950-08-11,68,Thailand,THA,Thailand,THA,Bangkok,1100000000,NA,TRUE,Real Estate,['Real Estate'],NA,NA,1941
2017,3,Anas Sefrioui,Anas,Sefrioui,male,1957-05-16,59,Morocco,MAR,Morocco,MAR,Casablanca,1100000000,Returned to List,TRUE,Real Estate,['Real Estate'],NA,NA,1795
2019,3,Anastasia Soare,Anastasia,Soare,female,1957-12-28,61,United States,USA,United States,USA,Beverly Hills,1000000000,NA,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,2057
2023,4,Anatoly Lomakin,Anatoly,Lomakin,male,1952-06-30,70,Russia,RUS,Russia,RUS,Moscow,1400000000,Remained Even,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,2020
2024,4,Anatoly Sedykh,Anatoly,Sedykh,male,1964-11-28,59,Russia,RUS,Russia,RUS,Moscow,2600000000,Increased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,1286
2013,3,Anatoly Skurov,Anatoly,Skurov,male,1952-12-07,60,Russia,RUS,Russia,RUS,Moscow,1700000000,Decreased,TRUE,Energy,['Energy'],NA,NA,882
2024,4,Anders Holch Povlsen,Anders Holch,Povlsen,male,1972-11-04,51,Denmark,DNK,Denmark,DNK,Aarhus,12500000000,Increased,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,159
2024,4,Andre Esteves,Andre,Esteves,male,1968-07-12,55,Brazil,BRA,Brazil,BRA,Sao paulo,6600000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,417
2024,4,"Andre Koo, Sr.",Andre,Koo,male,1967-05-25,56,Taiwan,TWN,Taiwan,TWN,Taipei,5200000000,Increased,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,581
2018,3,"Andre Koo, Sr., Sr.",Andre,"Koo, Sr.",male,1967-05-01,50,Taiwan,TWN,Taiwan,TWN,Taipei,1300000000,NA,FALSE,Finance and Investments,['Finance and Investments'],NA,NA,1756
2018,3,Andrea Della Valle,Andrea,Della Valle,male,1965-09-01,52,Italy,ITA,Italy,ITA,Casette D'ete,1300000000,Increased,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,1756
2024,4,Andrea Pignataro,Andrea,Pignataro,male,1970-06-10,53,Italy,ITA,Switzerland,CHE,St. Moritz,27500000000,NA,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,65
2018,3,Andrea Reimann-Ciardelli,Andrea,Reimann-Ciardelli,female,1957-01-01,61,United States,USA,United States,USA,Hanover,1100000000,Remained Even,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,1999
2024,4,Andreas Halvorsen,Andreas,Halvorsen,male,1961-04-23,62,Norway,NOR,United States,USA,Darien,7200000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],Viking Global Investors,Investor,373
2024,4,Andreas Martinos & family,Andreas,Martinos,male,1955-08-28,68,Greece,GRC,Greece,GRC,Athens,1800000000,NA,TRUE,Logistics,['Logistics'],NA,NA,1764
2024,4,Andreas Pohl,Andreas,Pohl,male,1964-07-28,59,Germany,DEU,Germany,DEU,Marburg,2400000000,Increased,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,1380
2018,3,Andreas Struengmann,Andreas,Struengmann,male,1950-02-16,68,Germany,DEU,Germany,DEU,Tegernsee,3700000000,Increased,TRUE,Healthcare,['Healthcare'],NA,NA,606
2024,4,Andreas Struengmann & family,Andreas,Struengmann,male,1950-02-16,74,Germany,DEU,Germany,DEU,Tegernsee,9800000000,Decreased,TRUE,Healthcare,['Healthcare'],NA,NA,232
2011,3,Andreas Strungmann,Andreas,Strungmann,male,1950-02-16,61,Germany,DEU,Germany,DEU,Tegernsee,3900000000,Increased,TRUE,NA,['Health care'],NA,NA,281
2013,3,Andreas von Bechtolsheim,Andreas,von Bechtolsheim,male,1955-09-30,57,Germany,DEU,United States,USA,Palo Alto,2800000000,Increased,TRUE,Technology,['Technology'],Arista Networks,Entrepreneur,503
2024,4,Andreas von Bechtolsheim & family,Andreas,von Bechtolsheim,male,1955-09-30,68,Germany,DEU,United States,USA,Palo Alto,14800000000,Increased,TRUE,Technology,['Technology'],Arista Networks,"Cofounder, Chief Development Officer and Chairman",129
2024,4,Andrei Bokarev,Andrei,Bokarev,male,1966-10-23,57,Russia,RUS,Russia,RUS,Moscow,3900000000,Increased,TRUE,Manufacturing,['Manufacturing'],NA,NA,809
2011,3,Andrei Borodin,Andrei,Borodin,male,1967-05-24,43,Russia,RUS,Russia,RUS,Moscow,1000000000,NA,TRUE,NA,['Finance'],NA,NA,1140
2019,3,Andrei Filatov,Andrei,Filatov,male,1971-12-18,47,Russia,RUS,Russia,RUS,Moscow,1100000000,Remained Even,TRUE,Logistics,['Logistics'],NA,NA,1941
2018,3,Andrei Guriev,Andrei,Guriev,male,1960-03-24,57,Russia,RUS,Russia,RUS,Moscow,4500000000,Remained Even,TRUE,Manufacturing,['Manufacturing'],NA,NA,466
2021,4,Andrei Guriev & family,Andrei,Guriev & family,male,1960-03-24,61,Russia,RUS,Russia,RUS,Moscow,6000000000,Increased,TRUE,Manufacturing,['Manufacturing'],NA,NA,451
2024,4,Andrei Guryev & family,Andrei,Guryev & family,male,1960-03-24,64,Russia,RUS,Russia,RUS,Moscow,9300000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,263
2014,3,Andrei Klyamko,Andrei,Klyamko,male,1961-08-17,52,Russia,RUS,Russia,RUS,St. Petersburg,1900000000,Remained Even,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,931
2022,4,Andrei Komarov,Andrei,Komarov,male,1966-10-11,55,Russia,RUS,Russia,RUS,Moscow,1100000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,2448
2024,4,Andrei Kosogov,Andrei,Kosogov,male,1961-03-15,63,Russia,RUS,Russia,RUS,Moscow,1100000000,Remained Even,TRUE,Energy,['Energy'],NA,NA,2545
2024,4,Andrei Kozitsyn,Andrei,Kozitsyn,male,1960-06-09,63,Russia,RUS,Russia,RUS,Verkhniaya Pyshma,4400000000,Increased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,712
2024,4,Andrei Krivenko,Andrei,Krivenko,male,1975-07-25,48,Russia,RUS,Russia,RUS,Moscow,1500000000,Decreased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,2046
2024,4,Andrei Kuzyaev,Andrei,Kuzyaev,male,1965-10-06,58,Russia,RUS,Russia,RUS,Moscow,1000000000,Returned to List,TRUE,Telecom,['Telecom'],NA,NA,2692
2024,4,Andrei Molchanov,Andrei,Molchanov,male,1971-09-24,52,Russia,RUS,Russia,RUS,Moscow,1300000000,Increased,TRUE,Construction & Engineering,['Construction & Engineering'],NA,NA,2287
2024,4,Andrei Rappoport,Andrei,Rappoport,male,1963-06-22,60,Russia,RUS,Switzerland,CHE,Lugano,1100000000,Decreased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,2545
2011,3,Andrei Rogachev,Andrei,Rogachev,male,1964-01-17,47,Russia,RUS,Russia,RUS,St. Petersburg,1200000000,Returned to List,TRUE,NA,['Fashion and Retail'],NA,NA,993
2018,3,Andrei Skoch,Andrei,Skoch,male,1966-01-30,52,Russia,RUS,Russia,RUS,Moscow,4900000000,Decreased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,404
2024,4,Andrei Skoch & family,Andrei,Skoch & family,male,1966-01-30,58,Russia,RUS,Russia,RUS,Moscow,6700000000,Decreased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,409
2024,4,Andrej Babis,Andrej,Babis,male,1954-09-02,69,Czech Republic,CZE,Czech Republic,CZE,Prague,3500000000,Decreased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,920
2024,4,Andres Bzurovski Bay,Andres,Bzurovski Bay,male,1977-09-04,46,Uruguay,URY,Uruguay,URY,Montevideo,1100000000,Returned to List,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,2545
2024,4,Andres Santo Domingo,Andres,Santo Domingo,male,1978-06-01,45,United States,USA,United States,USA,New York,1700000000,Increased,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,1851
2022,4,Andrew & Peggy Cherng,Andrew & Peggy,Cherng,NA,NA,NA,United States,USA,United States,USA,Las Vegas,3200000000,Increased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,951
2024,4,Andrew Beal,Andrew,Beal,male,1952-11-29,71,United States,USA,United States,USA,Dallas,11500000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,173
2024,4,Andrew Bialecki,Andrew,Bialecki,male,NA,NA,United States,USA,NA,NA,NA,2500000000,NA,TRUE,Technology,['Technology'],NA,NA,1330
2024,4,Andrew Cherng,Andrew,Cherng,male,1947-05-02,76,United States,USA,United States,USA,Las Vegas,3100000000,Increased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,1062
2024,4,Andrew Currie,Andrew,Currie,male,1955-12-04,68,United Kingdom,GBR,United Kingdom,GBR,London,5500000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,548
2022,4,Andrew Forrest,Andrew,Forrest,male,1961-11-18,60,Australia,AUS,Australia,AUS,Perth,17800000000,Decreased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,90
2024,4,Andrew Forrest & family,Andrew,Forrest,male,1961-11-18,62,Australia,AUS,Australia,AUS,Perth,19000000000,Decreased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,101
2014,3,Andrew Gotianun,Andrew,Gotianun,male,1927-11-24,86,Philippines,PHL,NA,NA,NA,1000000000,Decreased,TRUE,Diversified,['Diversified'],NA,NA,1565
2024,4,Andrew Karam,Andrew,Karam,male,1982-02-12,42,United States,USA,United States,USA,Menlo Park,1500000000,Returned to List,TRUE,Media & Entertainment,['Media & Entertainment'],NA,NA,2046
2021,4,Andrew Paradise,Andrew,Paradise,male,1982-04-20,38,United States,USA,United States,USA,San Francisco,2300000000,NA,TRUE,Media & Entertainment,['Media & Entertainment'],NA,NA,1362
2024,4,Andrew Tan,Andrew,Tan,male,1952-02-01,72,Philippines,PHL,Philippines,PHL,Manila,2000000000,Decreased,TRUE,Diversified,['Diversified'],NA,NA,1623
2024,4,Andrew Tisch,Andrew,Tisch,male,1949-08-15,74,United States,USA,United States,USA,New York,1200000000,NA,FALSE,Diversified,['Diversified'],NA,NA,2410
2024,4,Andrey Andreev,Andrey,Andreev,male,1974-02-03,50,United Kingdom,GBR,United Kingdom,GBR,London,2100000000,Increased,TRUE,Technology,['Technology'],NA,NA,1545
2021,4,Andrey Blokh,Andrey,Blokh,male,1964-01-31,57,Russia,RUS,Russia,RUS,Moscow,1900000000,NA,TRUE,Manufacturing,['Manufacturing'],NA,NA,1664
2021,4,Andrey Melnichenko,Andrey,Melnichenko,male,1972-03-08,49,Russia,RUS,Russia,RUS,Moscow,17900000000,Increased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,105
2024,4,Andrey Melnichenko & family,Andrey,Melnichenko,male,1972-03-08,52,Russia,RUS,United Arab Emirates,ARE,Ras Al Khaimah,21100000000,Decreased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,91
2013,3,Andrey Verevskiy,Andrey,Verevskiy,male,1974-07-25,38,Ukraine,UKR,Ukraine,UKR,Kiev,1000000000,Remained Even,TRUE,Food and Beverage,['Food and Beverage'],NA,NA,1342
2021,4,André Kasprzak,André,Kasprzak,male,1986-08-22,34,Denmark,DNK,Denmark,DNK,NA,1300000000,Returned to List,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,2263
2021,4,André Street,André,Street,male,1984-05-04,36,Brazil,BRA,Brazil,BRA,NA,2500000000,NA,TRUE,Technology,['Technology'],NA,NA,1249
2024,4,Andy Fang,Andy,Fang,male,1992-06-21,31,United States,USA,United States,USA,Monte Vista,1200000000,Returned to List,TRUE,Technology,['Technology'],DoorDash,Cofounder,2410
2024,4,Aneel Bhusri,Aneel,Bhusri,male,1966-02-04,58,United States,USA,United States,USA,San Francisco,3100000000,Increased,TRUE,Technology,['Technology'],Workday,Investor,1062
2024,4,Angela Bennett,Angela,Bennett,female,1944-04-01,80,Australia,AUS,Australia,AUS,Perth,1300000000,Decreased,FALSE,Metals & Mining,['Metals & Mining'],NA,NA,2287
2024,4,Angela Leong,Angela,Leong,female,1961-03-23,63,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,2400000000,Decreased,FALSE,Real Estate,['Real Estate'],NA,NA,1380
2024,4,Angelo Koo,Angelo,Koo,male,1965-12-02,58,Taiwan,TWN,Taiwan,TWN,Taipei,1400000000,NA,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,2152
2017,3,Anil Agarwal,Anil,Agarwal,male,1953-09-07,63,India,IND,United Kingdom,GBR,London,3200000000,Increased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,603
2022,4,Anil Agarwal & family,Anil,Agarwal,male,1953-09-07,68,India,IND,United Kingdom,GBR,London,4000000000,Increased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,728
2019,3,Anil Ambani,Anil,Ambani,male,1959-06-04,59,India,IND,India,IND,Mumbai,1700000000,Decreased,FALSE,Diversified,['Diversified'],NA,NA,1349
2024,4,Anil Gupta,Anil,Gupta,male,1959-05-24,64,India,IND,India,IND,New Delhi,1400000000,NA,FALSE,Manufacturing,['Manufacturing'],NA,NA,2152
2024,4,Anita Zucker,Anita,Zucker,female,1952-01-19,72,United States,USA,United States,USA,Charleston,2300000000,Increased,FALSE,Manufacturing,['Manufacturing'],NA,NA,1438
